feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
8658838,3032032441,39346674,4,Quisquam maxime excepturi nisi. Possimus quod suscipit enim non perferendis ut in.,Delivery,Neutral,2023-09-04 12:02:06
5621417,9092066907,91944256,5,Maxime distinctio neque suscipit quam odit. Quo perspiciatis commodi.,Product Quality,Positive,2025-08-30 09:41:05
5793674,9976938171,23538731,5,"Cum ipsam pariatur quae accusamus voluptatum aliquam.
Aliquid veniam unde dolorum.",Customer Service,Positive,2025-08-26 17:02:22
2599456,4194790797,45534380,4,Occaecati praesentium quod officiis ipsum minus. Sed quae id blanditiis assumenda.,Customer Service,Neutral,2024-08-31 05:41:16
4483417,3153081079,50921527,4,"Vel deserunt sint deleniti totam et ducimus.
Voluptates fugit ut aliquid dolores in deserunt ipsum.",App Experience,Positive,2025-10-30 05:35:32
2979516,6992131244,72479347,5,Laborum aliquid velit saepe pariatur quod.,Delivery,Positive,2024-09-16 15:04:05
2542572,2167882207,23076376,5,Illum corporis mollitia autem necessitatibus. Officia dignissimos vitae pariatur rem totam.,Customer Service,Positive,2024-08-28 01:21:49
4999334,6219348731,79529250,4,Harum cupiditate sint.,Delivery,Positive,2024-05-08 17:34:48
7720,8146353300,82106222,4,Totam sunt aliquid quod non labore. Sunt sequi itaque officia voluptatum deleniti.,Product Quality,Positive,2025-01-15 14:38:06
947849,6913822237,40291302,4,Voluptatibus quo earum vero impedit nemo sit. Ea laboriosam cumque temporibus velit.,Customer Service,Positive,2023-01-19 19:17:58
7587091,5807019886,29836995,5,Officia delectus est. Consectetur consequuntur praesentium rerum autem laboriosam.,Product Quality,Positive,2024-10-17 15:46:41
8745086,3630575921,6489158,4,Voluptatem ratione voluptate ad corporis inventore qui. Repellat rem distinctio harum laudantium.,Product Quality,Positive,2024-07-31 14:56:18
9575405,2997486564,87406916,4,Laboriosam quam ex. Expedita delectus cumque fugit incidunt error. Repellendus dolor incidunt esse.,App Experience,Positive,2025-09-15 04:17:36
5012443,4866427394,92910118,4,Tenetur aperiam animi. Consequuntur eos ex placeat laborum.,Product Quality,Positive,2023-10-10 04:45:35
5036401,6752318635,95821077,4,Voluptas possimus asperiores.,App Experience,Positive,2025-04-10 10:06:27
74773,9328881430,53256055,5,Amet non quibusdam enim. Hic placeat tenetur omnis necessitatibus odit. Quia tempore molestiae qui.,Customer Service,Positive,2025-12-23 22:28:10
3461588,865209372,54376206,5,In voluptatum voluptatum hic. Doloribus quasi necessitatibus rem quibusdam necessitatibus.,Product Quality,Positive,2025-11-09 12:13:53
8567135,2597353061,7525916,3,Quidem cumque qui recusandae doloremque vitae. Ea veniam possimus vel praesentium velit.,App Experience,Negative,2024-11-22 22:14:28
260866,8957457803,78895897,2,Blanditiis culpa deserunt labore. Illo expedita corrupti sapiente doloremque dolores.,Delivery,Negative,2025-08-16 15:27:27
7393995,4401244255,21852520,5,Delectus quos ipsum nulla. Velit soluta nihil. Vitae tempore est praesentium nihil.,Customer Service,Positive,2024-10-19 02:42:30
1642876,9852902259,84262673,5,Nesciunt atque temporibus esse voluptas.,Delivery,Positive,2023-04-07 03:06:32
5255066,3354713580,79784222,3,Neque alias in repellat itaque a fugit. Expedita minima voluptas natus ad in.,Delivery,Neutral,2025-09-08 08:28:50
3912173,1348177862,88735796,5,Sequi earum laboriosam fuga. Asperiores quae expedita eveniet occaecati blanditiis.,Product Quality,Positive,2025-03-21 06:27:44
7031415,6648519917,9023209,5,Eum fuga a nobis adipisci aliquam consequuntur. Repudiandae quasi asperiores vitae.,Customer Service,Positive,2025-11-07 18:45:13
3339665,431571275,82158263,1,Veritatis recusandae beatae delectus iusto minima. Incidunt quis iste quas minima eos assumenda.,App Experience,Negative,2023-03-01 08:10:52
6787299,2808167918,24681698,3,Occaecati laudantium labore doloribus maxime. Vel facilis labore magni a.,Delivery,Negative,2023-01-21 15:35:43
5167139,3079339927,18933268,4,Cum eaque accusantium quisquam minus odit hic. Tempore repellat tenetur mollitia suscipit tenetur.,Delivery,Neutral,2024-07-18 05:12:05
9239778,8596622309,43951398,5,A nihil adipisci pariatur architecto. Quae eveniet temporibus.,Product Quality,Positive,2023-08-05 17:02:05
7386337,1330694556,3319056,5,"Deleniti reiciendis repellat quia.
Ut tenetur voluptate aliquam tenetur quidem.",Customer Service,Positive,2024-07-18 02:25:42
6411950,3975728620,87891791,4,Consequatur animi corporis amet cum repudiandae tenetur.,Customer Service,Positive,2023-07-04 09:57:24
7514239,729308355,70425722,5,Quo minima iure quidem quis. Excepturi dignissimos earum tempore suscipit ipsum ullam.,App Experience,Positive,2023-02-22 22:09:40
4122269,6494520256,21391783,3,Dicta quidem corporis incidunt voluptatem. Earum eos sint sed.,App Experience,Neutral,2025-10-08 19:49:36
8169672,3198259884,54248568,4,Eos ad vel eius dolorem repellat necessitatibus. Vero nemo asperiores voluptate.,Customer Service,Positive,2025-03-06 20:49:50
7020996,1035722443,69027587,5,Libero in dolore optio.,Delivery,Positive,2024-02-13 00:07:44
9123031,2632118388,93096768,5,Ipsum nulla voluptatum officia eveniet a. Optio molestias dolorum.,Customer Service,Positive,2024-01-03 12:24:07
310752,1261634328,9941478,5,Fuga quasi temporibus earum. Magnam perspiciatis soluta aspernatur totam.,Product Quality,Positive,2025-11-15 11:11:39
7078098,8460825995,63422862,5,Ad laborum recusandae neque adipisci. Eos ut eius porro. Eum dolor deleniti architecto consectetur.,Delivery,Positive,2023-08-01 04:28:08
3733569,2098014742,84442084,4,Alias alias veniam et est. Doloremque in ut deleniti. Nesciunt porro rem.,Delivery,Positive,2024-01-24 06:17:45
4363117,1246896375,58605465,5,Earum nobis odio nesciunt modi delectus. Accusamus fugiat veniam exercitationem.,App Experience,Positive,2025-02-25 15:54:18
8815345,5191074382,54902153,4,Vel recusandae repellat corrupti. Ducimus facilis nulla amet porro pariatur voluptatibus debitis.,Delivery,Positive,2025-07-19 18:36:53
3795983,2115881088,34993300,3,Quo esse optio laboriosam mollitia.,Product Quality,Neutral,2024-01-05 22:28:27
377884,8458147868,57439015,4,Ullam ipsam necessitatibus molestias illo autem nisi. Illo saepe nostrum eum sed.,Customer Service,Positive,2024-10-12 14:15:46
4802801,6205372643,60866956,4,Unde magnam iste debitis. Laboriosam nostrum illum dolorum. Aperiam veniam veritatis nisi qui quos.,Customer Service,Positive,2023-08-18 23:47:19
7485322,6621287506,13916255,5,Cum totam ducimus quo rem incidunt in. Doloremque fugiat perferendis provident autem ad officiis.,Product Quality,Positive,2023-06-06 19:12:51
8556676,2224708143,66163718,5,Ut ab quidem nobis repellat dolores expedita.,Product Quality,Positive,2024-04-27 03:24:54
9526778,8083031175,77455373,5,Sequi doloremque libero at. Dolore culpa eum. Provident totam facere sequi quisquam pariatur.,Delivery,Positive,2025-12-29 00:40:21
9667597,1814183345,95040347,4,Illo nam iusto. Cupiditate iste fugit voluptates officia quaerat.,Product Quality,Positive,2024-02-22 16:45:49
9185061,8667817036,12244329,5,Quae inventore amet illum. Amet corrupti quidem nulla qui cum.,Delivery,Positive,2025-02-25 07:29:09
8378366,5308950667,64616160,5,Laborum laboriosam voluptate enim. Ut culpa autem et.,Product Quality,Positive,2023-10-05 20:06:52
4117608,5309746996,30462013,3,Reiciendis magni cupiditate dolorum. Nisi veniam fugit.,Delivery,Neutral,2023-08-09 15:28:50
2414158,2179293827,12176586,4,Nobis saepe assumenda nobis a. Illum facere quia impedit assumenda harum.,Customer Service,Neutral,2025-01-07 01:28:20
2222729,5205152331,85396821,2,Nisi beatae libero esse assumenda ad. Tenetur iure excepturi.,Delivery,Negative,2024-06-20 18:12:09
1472906,8640933983,95955011,4,Est aperiam eos consequuntur minus quos ullam. Omnis temporibus ad maxime mollitia.,Product Quality,Positive,2023-12-04 17:12:52
2079716,2255015210,45254451,4,"Eos repellendus provident magni et.
Ab nulla accusamus explicabo. Alias numquam molestias omnis at.",Delivery,Positive,2023-01-15 19:11:01
3801044,1598963807,83540915,3,Neque quia laudantium libero nulla aspernatur accusantium. Cumque repellat quidem placeat.,Delivery,Negative,2023-05-05 03:04:49
7250864,4471248412,16757187,4,Fugit eaque suscipit animi ab. Consequuntur consectetur rem.,Delivery,Neutral,2024-02-03 23:44:10
9901991,2214079778,27859520,5,Rem incidunt nulla qui maxime.,Delivery,Positive,2023-04-11 02:26:59
4535662,2193973634,60794844,4,Tenetur repudiandae minus sit aut aut nulla. Ipsa exercitationem neque.,Delivery,Positive,2023-05-23 19:59:38
9439979,393725332,86920780,4,Enim corporis nesciunt. Quasi harum enim reprehenderit aspernatur.,Product Quality,Positive,2023-08-13 07:17:04
8755848,2169215822,49325838,5,Id ab dicta quae hic repudiandae. Atque excepturi enim itaque.,Customer Service,Positive,2023-04-27 22:55:34
3242284,659122398,97946,4,Laboriosam totam nobis omnis. Suscipit mollitia vel accusantium accusantium reprehenderit.,App Experience,Positive,2025-01-14 06:02:52
4813445,5878437314,94775000,4,Expedita ratione rerum sed qui. Aliquid sint exercitationem a perspiciatis.,Product Quality,Positive,2025-11-04 01:51:38
4492852,475904614,33285879,3,Totam repudiandae fugiat enim aut fugiat inventore. Ratione quas nam sapiente ullam reprehenderit.,Customer Service,Neutral,2023-06-07 13:26:02
9104161,2028252869,26026598,5,Accusamus provident ullam excepturi praesentium quaerat. Similique cupiditate at consequatur quasi.,Delivery,Positive,2023-11-13 04:57:30
2905667,6436968661,39757462,4,Maiores qui repudiandae enim autem totam corporis. Enim molestias distinctio mollitia sunt.,App Experience,Positive,2024-10-12 16:45:19
50167,3315913309,48255094,5,Laborum vero pariatur deserunt. Sint corrupti veritatis est provident doloribus nulla.,Customer Service,Positive,2025-11-20 21:16:36
1605510,5783098844,81615860,5,Culpa mollitia eius culpa quod qui. Ipsa dolor fuga maiores magnam mollitia.,Product Quality,Positive,2025-11-05 17:55:57
5765678,2598624752,69594118,4,At laudantium debitis. Architecto nihil porro aspernatur minus corporis.,Delivery,Neutral,2023-11-02 03:06:55
2915360,5232219070,60993453,2,Libero recusandae similique eum sequi provident. Eos eum assumenda nemo assumenda.,App Experience,Negative,2025-04-19 01:50:56
1263069,1546266892,81055244,5,Quidem placeat sit minus natus. Culpa sequi culpa deleniti.,Customer Service,Positive,2025-08-19 11:20:12
7506095,5470071093,4624375,2,Iusto voluptas nostrum enim nihil laboriosam repellat illum.,Customer Service,Negative,2024-07-25 22:06:13
3682327,3178665536,31103835,5,"Ducimus iusto suscipit rerum voluptas ratione qui.
Ab delectus impedit qui possimus.",App Experience,Positive,2023-11-03 12:22:32
3706181,3038311620,54469122,3,Accusamus sapiente ullam nobis nemo enim optio. Voluptatum temporibus dolor pariatur.,Customer Service,Neutral,2024-05-14 19:48:50
5457210,5069816034,59719436,3,Illum tempore ab quibusdam officiis. Id saepe ipsum libero voluptatem.,App Experience,Neutral,2023-12-15 20:55:48
3347025,5800096521,28394987,1,Maiores dolore impedit voluptatibus alias impedit. Quam doloremque dolore sequi nulla dolor iusto.,Delivery,Negative,2024-12-02 08:31:41
2578887,8748136743,20500754,4,Unde amet amet at quasi. Excepturi laudantium delectus. Velit natus nesciunt tempora ipsa.,Product Quality,Positive,2025-02-23 05:39:13
8410491,9059768439,67983328,4,Facere fugiat eius sit hic impedit deleniti totam. Assumenda nihil consectetur recusandae atque.,Delivery,Neutral,2025-12-07 14:40:43
5953522,5956504423,18700790,4,Voluptatibus cupiditate possimus. Minus veniam saepe consectetur voluptatem a dolore.,Product Quality,Positive,2025-02-16 06:23:30
7496198,9009353500,66178289,4,Quo vitae enim voluptatum vitae. Natus error nobis nemo exercitationem ut.,Customer Service,Neutral,2025-05-21 12:59:29
8095384,9160702996,4663748,5,Iusto enim delectus sunt. Quae libero debitis alias dignissimos tempore. Dolor aliquid suscipit.,Product Quality,Positive,2025-03-25 10:54:06
5553926,1759230427,25649234,5,Natus atque ratione optio repellat nobis. Possimus ullam excepturi officiis.,Delivery,Positive,2024-11-26 16:40:30
843391,3243259035,40117140,4,Voluptatum vitae amet velit voluptate. Occaecati accusamus sint libero quod cum nam.,Product Quality,Positive,2023-01-30 05:29:13
2532632,7447702923,48521842,3,Quibusdam doloremque eius. Sed nemo quae.,App Experience,Negative,2024-03-16 01:23:59
7873504,9556200405,96526520,4,Laudantium velit cupiditate expedita vel ratione. Eaque illo ea ducimus.,Customer Service,Positive,2025-08-18 14:57:29
1096577,1487613996,28955843,3,Explicabo asperiores sed dolor optio voluptates officiis.,Customer Service,Negative,2023-04-07 07:53:19
797325,1150559441,57620859,1,Quod quos et quam. Pariatur corrupti omnis ad. Dolores corrupti qui atque quos maxime in.,Customer Service,Negative,2025-07-08 07:50:49
4089343,6704645304,38913862,5,Maiores facere exercitationem.,Product Quality,Positive,2023-11-16 13:43:23
2964488,5968732651,84091595,3,Ipsum consequatur vero laboriosam corporis maiores ab. Beatae repudiandae in similique.,App Experience,Neutral,2024-07-16 19:40:31
2765234,660122230,49246620,4,Provident fugit vitae beatae non ab. Placeat blanditiis cumque beatae.,App Experience,Positive,2025-01-20 22:19:35
8949390,193805698,91530000,4,Rem suscipit porro illo in. Non laborum ea.,Delivery,Positive,2025-01-04 07:40:43
5385739,8485604753,72454178,4,Doloribus temporibus nostrum odio.,Delivery,Neutral,2025-03-18 14:17:07
8354397,1430812305,44942186,4,Doloremque non adipisci non magnam.,Delivery,Positive,2024-03-25 21:48:51
4522557,6107521504,40340130,4,Neque dolore alias autem natus.,Delivery,Neutral,2023-04-03 03:42:48
8802090,4237247986,96513943,4,Alias quod iusto hic praesentium sequi. Aut id nesciunt aspernatur in facilis animi.,Customer Service,Neutral,2023-09-16 16:27:50
9538306,7467554076,89607520,4,Cumque architecto facilis. Distinctio omnis debitis vitae labore ducimus veniam est.,Customer Service,Neutral,2025-03-01 03:47:05
5540658,1629457625,51476132,4,Reiciendis saepe sequi debitis reprehenderit magnam.,Delivery,Neutral,2025-04-13 19:31:50
50925,5941692939,35297889,4,Doloribus perferendis at. Excepturi dolorem voluptatibus eius. Sunt veritatis ducimus quidem.,Product Quality,Positive,2024-06-05 11:00:21
3138919,228237268,38252827,5,Quidem veniam cumque reiciendis. Molestias laudantium tempore.,Delivery,Positive,2023-12-22 12:25:17
282746,5186463282,28994013,2,Deserunt sint recusandae ex. Eius perferendis alias. Pariatur repudiandae repudiandae saepe hic.,Product Quality,Negative,2025-03-14 19:31:18
6407860,1096647743,34300123,3,Culpa dicta quasi at repellat vitae. Minima consectetur rem possimus.,Customer Service,Neutral,2024-01-04 07:29:53
5149419,7426475409,1881721,4,Dignissimos neque quasi amet. Modi minima quaerat reiciendis nostrum voluptatibus.,Product Quality,Positive,2025-09-24 07:32:46
6294896,8117359846,72607603,5,Fuga asperiores sunt quos. Cum rem aliquid consequatur. Ullam ex architecto cumque non excepturi.,Product Quality,Positive,2023-09-11 15:39:54
7569722,5139833443,99808725,5,Ullam exercitationem quia fugit perferendis provident. Minus sint harum tenetur debitis fugit.,App Experience,Positive,2023-07-14 03:16:15
2789244,664280436,50440363,4,Natus fuga officiis. Incidunt odio dolor doloremque. Dolor itaque ab deserunt magnam enim a.,App Experience,Positive,2024-10-06 04:35:26
9116475,4668809885,93021648,5,Quis illo velit odit iusto sed fugiat temporibus.,Product Quality,Positive,2025-03-12 04:31:21
4158067,2873137106,39720504,3,Vel exercitationem accusamus facere. Animi magni itaque voluptate eius fugiat consectetur.,Delivery,Neutral,2024-02-12 17:04:10
5783706,3336653333,86612827,4,Excepturi aspernatur modi. Maxime exercitationem voluptatibus vel.,Customer Service,Positive,2024-01-31 18:02:28
1661483,4161568343,91280350,4,Alias assumenda quaerat eos iure. Iste nulla alias dolore necessitatibus.,Customer Service,Positive,2023-12-30 10:00:22
5620027,751239983,74137200,4,Voluptate ullam doloribus fugiat accusamus nostrum.,Delivery,Positive,2025-01-01 05:21:12
8108170,6731346195,31268727,5,Consectetur optio commodi facere consequatur illum debitis similique.,Delivery,Positive,2025-12-25 00:08:31
6546213,2774152675,77638370,3,Facilis nemo dicta quod consectetur ad reiciendis.,Customer Service,Neutral,2023-04-24 13:39:34
6528308,1344222150,59872839,5,Unde labore asperiores ea alias ea odit. Eaque incidunt provident doloremque.,Product Quality,Positive,2025-08-15 02:57:14
1273522,856824598,25930605,3,Repellendus velit corporis animi officia. Omnis alias est. Dolores culpa at aliquid quis.,App Experience,Neutral,2023-03-12 03:25:45
1323205,3576985892,45595704,5,Ipsa perferendis maiores. Suscipit quae id beatae veniam impedit sapiente maiores.,Customer Service,Positive,2025-05-27 18:52:41
246311,1193664846,16509993,5,Sequi minus corporis enim.,App Experience,Positive,2023-12-25 06:24:24
6265445,1805011357,3223398,5,Suscipit hic consequuntur corporis expedita blanditiis. Iste doloremque soluta.,Product Quality,Positive,2025-07-02 03:23:51
7704870,468236289,80666270,4,Dicta esse provident nemo animi hic.,Product Quality,Positive,2023-07-05 16:35:21
8172680,9649540662,22552115,4,Magni in iste enim facilis labore. Omnis minima id ipsum.,Customer Service,Neutral,2024-03-30 04:04:24
4526160,3921277196,2711078,4,Cum porro occaecati sint.,App Experience,Positive,2023-07-17 19:49:20
6362760,8699351438,13005706,5,"Itaque mollitia debitis qui. Itaque enim molestias doloribus vero nostrum.
Nulla beatae autem.",Delivery,Positive,2023-06-15 12:48:45
4963825,2232071740,8327579,4,Quae voluptate maxime nobis eveniet qui. Perspiciatis est dolorum expedita exercitationem eligendi.,Customer Service,Positive,2023-03-06 17:45:40
3476789,4866973288,84878446,5,Cupiditate numquam iste totam. Qui molestias sint praesentium dolorum.,Delivery,Positive,2025-04-02 06:51:15
2336204,5407322844,52707303,5,Minima fugit eos maiores.,Product Quality,Positive,2023-10-07 22:28:05
4804151,9568985453,56560110,4,Deserunt minima nihil eum odio porro minima. Nulla eligendi fugiat quidem autem corrupti.,Delivery,Positive,2025-10-07 18:34:33
4314188,9312973615,71624716,4,Pariatur doloribus doloremque sequi quasi sapiente eaque. A voluptatibus nemo adipisci.,Product Quality,Positive,2024-09-02 11:45:06
8571758,4906273439,89576266,4,Reiciendis neque occaecati error. Necessitatibus veniam libero inventore libero ipsam.,Product Quality,Positive,2023-12-24 05:49:04
5912183,3824695203,19847532,4,Et asperiores amet repudiandae. Tempora praesentium saepe quam. Fuga enim hic corrupti.,Delivery,Positive,2024-06-14 18:12:43
5628145,5010588709,25725339,1,Qui ipsa veritatis eos reiciendis sapiente voluptates. Reiciendis omnis deleniti nobis.,Delivery,Negative,2025-08-15 14:21:33
3207963,8654053962,46009251,5,Facere voluptatum eum deserunt laboriosam. Dignissimos itaque natus vel assumenda.,Delivery,Positive,2024-01-18 11:56:01
1056594,8494132008,51426286,5,Tenetur nam eos laborum magnam tempora ullam.,Customer Service,Positive,2024-03-24 14:43:17
556951,4267715255,20162081,5,Iste sit amet veniam iste aliquam esse. Harum similique magni odio.,App Experience,Positive,2023-02-06 12:19:50
6136296,545055098,60981759,4,Ullam consequuntur illum veritatis provident. In explicabo laborum ut magni dignissimos ea.,Product Quality,Positive,2025-01-18 02:42:02
524329,5335371434,73655806,5,Molestiae officia iure aliquid dolores. Ea culpa voluptate voluptatibus earum maxime cupiditate.,Customer Service,Positive,2025-03-11 15:00:40
585569,1289734101,80600236,5,Corporis officia cupiditate rerum. Ut error odio alias porro aspernatur.,Customer Service,Positive,2023-12-22 09:25:05
4519547,4603244362,74303366,4,Voluptate deserunt sint numquam. Error iusto sequi nulla.,App Experience,Positive,2025-12-13 11:28:03
8179439,9896455370,69208016,4,Amet rem velit vitae. Eveniet iusto doloribus facilis velit.,App Experience,Positive,2025-06-10 03:14:46
5292825,8010090994,31499207,5,Soluta ab excepturi nisi. Molestias debitis eum expedita ad voluptas.,Delivery,Positive,2024-03-14 13:56:22
7536653,7625144864,82677131,5,Voluptatibus ea sunt. Omnis officiis nesciunt at occaecati iure.,Delivery,Positive,2024-09-10 06:02:54
2573103,6308334594,99225869,3,Vel repellat harum. Libero impedit amet deleniti voluptatum et numquam ullam.,Product Quality,Neutral,2025-03-24 14:44:48
2976464,8482854693,44959738,5,Eos ipsum consectetur amet eius consequuntur consectetur aperiam.,Product Quality,Positive,2023-01-26 05:17:22
302890,4373245963,76564850,1,Eum dicta ratione omnis. Adipisci similique cum rerum.,Product Quality,Negative,2024-03-04 16:00:42
4684224,702931070,24647751,5,Quod nihil quisquam eos repudiandae. Autem provident explicabo libero saepe expedita.,Product Quality,Positive,2024-10-24 16:23:07
3127002,8421302168,67743195,5,Quia voluptatum reiciendis eligendi totam cumque.,App Experience,Positive,2024-11-16 08:44:26
6004905,4243790623,24262639,2,Autem dolores cum qui laborum doloremque facilis. Amet natus rem minus minus labore.,Delivery,Negative,2025-01-08 02:45:57
6650825,4646852844,12547361,4,"Dolorem illo asperiores nam esse ex dolore.
Minima odio quo cum.",Customer Service,Neutral,2023-02-12 04:34:04
893188,1693676372,14895491,4,At odio dolores laborum minima quibusdam. Eum ipsum minus odio quasi explicabo.,App Experience,Positive,2024-05-30 06:29:13
6159702,8965696307,57203776,4,Neque molestias sed similique deleniti ipsam aperiam aliquid. Est tenetur ipsa ea.,Delivery,Positive,2024-11-07 18:06:15
4389037,4954686091,86179387,5,Adipisci dolorum eligendi architecto. Perspiciatis accusamus nihil incidunt minus molestias quos.,Product Quality,Positive,2023-04-23 08:46:46
8134913,1422271830,89668281,5,"Vitae mollitia quasi laudantium.
Accusamus alias porro occaecati iure. Nam quae omnis deleniti.",Delivery,Positive,2023-08-27 02:38:00
6838756,2909968609,29619836,1,Illo autem ipsam architecto quisquam. Illum cum pariatur voluptatibus itaque maiores.,Product Quality,Negative,2025-05-24 02:55:27
1042579,3184569390,33514480,2,Recusandae reprehenderit iusto. Nulla vero dolorem explicabo. Aspernatur ullam aliquam aut dolor.,Product Quality,Negative,2023-05-01 01:31:33
7928255,1617927745,94476760,5,Culpa saepe nisi modi nulla dolore iusto. Minus explicabo natus.,Customer Service,Positive,2023-01-07 07:41:23
7033938,9860392436,42150654,4,Quia ad voluptatum dolore. Natus fugit architecto est assumenda necessitatibus voluptatem.,Product Quality,Positive,2024-08-07 04:13:47
4554549,9448884960,49352613,4,Praesentium labore pariatur labore. Facilis illum dolorem.,Customer Service,Positive,2025-08-06 02:29:04
4589384,2654549645,51590017,4,Sunt sit repellat iusto ad a. Ullam ex rem ullam reprehenderit architecto distinctio.,Delivery,Neutral,2023-01-15 19:47:48
1401358,5996663108,30562097,4,Molestiae ex sint esse vel dolores. Aperiam omnis suscipit quibusdam.,Delivery,Neutral,2024-02-11 04:22:25
1359310,9480988185,93271242,5,Quam neque maxime voluptates earum iusto. Quaerat delectus maiores ipsam deserunt quaerat.,Product Quality,Positive,2023-06-28 06:54:08
8544499,6522937212,2822049,5,Nam reprehenderit velit veritatis. At eveniet error praesentium itaque.,Customer Service,Positive,2024-07-13 02:04:39
6532592,7390192220,69441342,2,Totam alias commodi. Ex mollitia earum rem.,App Experience,Negative,2025-09-22 07:43:22
2016046,2299730216,7215857,4,Recusandae ut ut ipsum.,App Experience,Positive,2025-01-22 12:42:09
5383312,2381930211,11258303,4,Illo vero debitis aspernatur labore in et facere.,Product Quality,Positive,2025-04-07 23:45:56
5203891,4827199229,7354898,4,Debitis cupiditate veniam quas. Soluta sint deserunt dolorem nostrum.,App Experience,Positive,2025-09-04 15:32:24
659451,3272327058,17876444,5,Ex magnam commodi autem. Porro soluta debitis magni ab.,Product Quality,Positive,2023-04-15 21:00:33
8327916,6667503894,3676720,3,Ex aliquam nobis nulla sint corporis. Natus porro atque quae libero doloremque sunt.,Product Quality,Neutral,2024-10-08 00:13:12
8219130,4070796505,21415439,3,Tempora non illum minima corrupti.,App Experience,Negative,2023-02-02 09:13:20
8127437,1227072071,95688087,5,Veritatis voluptatum sed perferendis atque inventore. Aut nostrum iure.,App Experience,Positive,2023-08-25 12:23:04
7307744,4966794668,43175645,5,Similique accusamus deleniti doloremque. Tempore a laborum nulla laboriosam nemo voluptatum at.,App Experience,Positive,2025-12-11 20:36:21
1787683,915639545,63329438,4,Tenetur sit sit amet facilis. Placeat atque nostrum.,Product Quality,Positive,2023-05-02 18:54:50
6297662,6424328941,2430877,5,Itaque natus quis dignissimos. Quaerat sequi dolore provident blanditiis.,Delivery,Positive,2023-11-27 19:06:38
1799104,6757405227,54326637,4,Dolore voluptate sint quasi. Iure deserunt ipsum. Repellat temporibus occaecati.,App Experience,Positive,2025-11-23 13:19:38
7145301,8721349737,32427581,4,Ipsum porro deleniti fugiat animi at. Quo doloremque rerum doloribus quam.,Customer Service,Positive,2024-04-19 11:28:25
1908824,2445722976,24336952,4,Cupiditate tenetur reprehenderit quidem labore. Voluptatum dolorem reiciendis.,Delivery,Positive,2024-11-04 05:05:52
4732447,7650406571,20159867,4,Aspernatur est consequuntur quaerat quae. Veniam non dolor libero nemo repellendus nesciunt.,App Experience,Positive,2025-03-22 11:46:56
9905863,7574029638,90121074,4,Tempora odit facilis totam.,Delivery,Positive,2025-06-27 06:31:03
2889426,8912324173,2759664,5,Praesentium id laboriosam officia.,Customer Service,Positive,2024-11-01 22:14:01
3412254,125301600,60991238,3,Dignissimos consectetur atque dolorum culpa pariatur sit. Quibusdam sequi totam sequi unde facilis.,Delivery,Neutral,2024-09-14 21:40:34
7218115,4268067298,57865389,4,Eligendi in illum quidem nesciunt ipsam. Adipisci dolore corporis et voluptate sint.,Delivery,Positive,2023-07-29 09:49:34
3999399,3956896515,1165400,3,Quo nostrum amet voluptatum impedit dolor dolores. Reiciendis quibusdam cupiditate non sequi.,App Experience,Neutral,2023-08-17 22:39:16
8842409,6941590057,96442622,5,Quaerat id nostrum molestias. Ex sequi consectetur inventore pariatur.,Customer Service,Positive,2025-08-08 20:01:48
5637611,5692465391,70740745,5,Sequi culpa quibusdam quaerat error atque nostrum. Tenetur perferendis nulla hic explicabo fuga.,App Experience,Positive,2025-01-25 22:21:55
9710215,5277936327,96821971,4,Dolorem fugit eligendi quaerat tenetur. Fugit quasi modi libero ipsum praesentium fuga.,App Experience,Positive,2024-12-12 11:14:49
7410705,6075790443,11739172,5,Ipsam expedita autem nihil quod reprehenderit eveniet. Tenetur vitae asperiores cum eius non enim.,Customer Service,Positive,2024-03-26 11:58:30
9953695,2628852053,94034536,4,Quia atque aut nihil. Repellat blanditiis architecto deserunt nihil.,Customer Service,Positive,2025-08-23 21:52:03
9243045,9566738430,27128667,5,Quidem incidunt ipsam quo aliquam illo. Aspernatur quibusdam assumenda esse.,Customer Service,Positive,2023-01-29 11:31:03
9149755,7087228635,63359080,1,Vero debitis quaerat laboriosam in.,App Experience,Negative,2023-07-27 17:10:48
7500009,4474737935,96803154,5,"Fugiat odio qui tenetur.
Error voluptatem molestias blanditiis.",Delivery,Positive,2025-01-15 16:43:39
5067884,5947257013,51229644,5,Rem quam sequi doloremque sed vitae vel architecto. Aperiam vitae eveniet. Autem consequatur et ut.,Delivery,Positive,2025-02-24 23:18:05
6410094,615915058,28532744,3,Omnis consequuntur voluptatibus qui.,App Experience,Neutral,2023-06-26 10:54:59
7243980,6961754170,10120563,4,Harum modi ducimus impedit quidem laborum quidem. Debitis provident facilis magni in aliquid.,Customer Service,Positive,2025-06-12 23:11:09
8835626,8200376241,68249433,4,"Nemo autem veniam iure. Cumque ullam esse esse dolore fugit.
Ab corrupti quia laborum.",Delivery,Positive,2025-09-02 09:25:38
6980738,3710389490,40706061,5,Et nesciunt minus numquam vero aspernatur quidem expedita. Veritatis laborum pariatur.,Delivery,Positive,2025-08-08 01:10:36
6747129,6260586683,66858969,4,Placeat hic earum quibusdam amet quod dolor. Minus pariatur commodi quo.,Product Quality,Positive,2025-09-05 06:35:15
8928931,6850502882,99447843,4,"A neque odio ratione.
Ratione ut illum alias explicabo fuga ipsum. Labore illum aspernatur facilis.",App Experience,Neutral,2025-08-04 10:32:57
