campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
654894,Weekend Special,2023-09-30,Premium,Social Media,819,209,88,90.4,158.0,2.04
202802,Festival Offer,2023-09-30,All,SMS,868,58,56,77.45,324.24,2.41
872506,Flash Sale,2023-09-30,All,Social Media,675,110,58,65.09,335.0,3.27
234700,Membership Drive,2023-09-30,Inactive,Social Media,648,162,67,84.64,132.23,2.39
277215,Category Promotion,2023-09-30,Inactive,Email,871,203,84,92.04,175.84,3.01
141266,App Push Notification,2023-09-30,Inactive,Email,451,133,54,95.73,125.63,2.38
413973,Email Campaign,2023-09-30,All,SMS,871,58,34,90.04,120.5,1.55
403289,Referral Program,2023-09-30,Inactive,Social Media,810,285,63,74.34,111.19,2.42
486233,New User Discount,2023-10-01,New Users,SMS,557,109,83,88.13,440.59,1.62
188711,Weekend Special,2023-10-01,Inactive,Email,686,102,75,61.97,463.93,1.75
39031,Festival Offer,2023-10-01,New Users,SMS,853,263,19,76.33,129.26,3.79
803741,Flash Sale,2023-10-01,Premium,App,930,121,94,73.97,191.13,3.66
314680,Membership Drive,2023-10-01,Inactive,SMS,828,193,88,86.02,143.56,2.19
12609,Category Promotion,2023-10-01,All,Email,686,253,60,58.1,146.15,3.32
475806,App Push Notification,2023-10-01,All,SMS,606,113,38,59.6,289.66,2.93
979996,Email Campaign,2023-10-01,Premium,SMS,559,208,75,78.91,339.12,2.05
651474,Referral Program,2023-10-01,Premium,SMS,572,257,77,57.33,244.33,1.88
915105,New User Discount,2023-10-02,Inactive,App,444,184,83,97.12,365.29,2.0
406726,Weekend Special,2023-10-02,All,App,957,201,99,54.54,113.22,3.64
705421,Festival Offer,2023-10-02,All,App,833,278,48,57.17,427.57,2.52
583551,Flash Sale,2023-10-02,New Users,Email,776,276,38,62.42,436.27,3.0
678629,Membership Drive,2023-10-02,New Users,SMS,673,63,27,79.56,253.54,3.39
150717,Category Promotion,2023-10-02,Inactive,Social Media,676,228,13,87.49,132.9,1.65
488865,App Push Notification,2023-10-02,All,App,910,291,51,61.69,102.52,1.68
766751,Email Campaign,2023-10-02,Premium,SMS,459,71,15,64.11,447.25,3.16
16689,Referral Program,2023-10-02,Premium,Email,946,143,98,99.86,255.79,2.34
100504,New User Discount,2023-10-03,Inactive,App,930,220,83,72.03,128.45,2.24
571525,Weekend Special,2023-10-03,New Users,App,760,152,23,77.32,263.08,3.29
179428,Festival Offer,2023-10-03,New Users,Social Media,796,247,33,66.81,403.29,2.46
897936,Flash Sale,2023-10-03,Inactive,Social Media,508,123,23,70.51,285.45,2.99
591642,Membership Drive,2023-10-03,Premium,SMS,784,186,19,92.77,269.02,3.84
45059,Category Promotion,2023-10-03,All,App,662,236,28,67.74,282.49,1.73
130137,App Push Notification,2023-10-03,New Users,SMS,681,161,30,94.17,102.23,3.2
432114,Email Campaign,2023-10-03,Inactive,App,495,70,17,58.59,254.97,2.23
314642,Referral Program,2023-10-03,Premium,App,594,165,28,93.51,347.72,3.82
496652,New User Discount,2023-10-04,New Users,App,649,278,57,69.72,461.83,2.49
475528,Weekend Special,2023-10-04,All,Social Media,401,157,52,90.83,286.4,3.16
640087,Festival Offer,2023-10-04,Premium,SMS,944,151,97,99.29,438.25,3.77
131140,Flash Sale,2023-10-04,Premium,App,608,245,92,57.4,245.2,1.96
715560,Membership Drive,2023-10-04,Premium,Social Media,962,161,72,94.7,388.85,3.71
449164,Category Promotion,2023-10-04,Premium,Email,524,231,36,76.2,216.22,2.18
3825,App Push Notification,2023-10-04,Inactive,SMS,514,85,67,61.92,126.14,2.89
511331,Email Campaign,2023-10-04,Premium,Social Media,771,233,17,53.62,428.17,2.7
229518,Referral Program,2023-10-04,All,Social Media,867,267,98,81.39,460.7,1.77
479990,New User Discount,2023-10-05,Inactive,App,710,131,58,65.96,371.88,3.84
938926,Weekend Special,2023-10-05,All,Email,493,252,90,97.26,210.97,3.91
760372,Festival Offer,2023-10-05,Premium,Social Media,720,231,22,75.91,492.36,1.95
813632,Flash Sale,2023-10-05,Premium,SMS,998,99,50,58.64,404.93,3.62
629127,Membership Drive,2023-10-05,New Users,App,958,285,97,57.91,368.07,3.24
248950,Category Promotion,2023-10-05,Premium,Email,554,268,85,78.77,427.46,3.96
175766,App Push Notification,2023-10-05,Inactive,SMS,854,69,22,86.21,391.39,3.65
641590,Email Campaign,2023-10-05,Inactive,Social Media,809,84,90,84.09,190.74,3.56
991167,Referral Program,2023-10-05,Premium,SMS,550,265,35,77.27,312.27,3.13
200104,New User Discount,2023-10-06,All,Email,727,104,19,67.78,294.48,2.61
182299,Weekend Special,2023-10-06,Premium,Email,820,114,73,53.71,382.87,1.93
573300,Festival Offer,2023-10-06,All,Email,984,233,79,76.72,273.28,1.96
637649,Flash Sale,2023-10-06,Premium,SMS,690,58,52,85.68,210.6,1.98
880807,Membership Drive,2023-10-06,Inactive,App,743,110,69,84.56,248.97,2.48
912337,Category Promotion,2023-10-06,New Users,SMS,512,285,10,93.15,488.58,2.13
984489,App Push Notification,2023-10-06,Inactive,App,438,291,85,80.01,143.35,3.55
972435,Email Campaign,2023-10-06,All,Email,832,177,39,58.11,273.73,2.75
376757,Referral Program,2023-10-06,New Users,SMS,442,113,55,90.5,299.36,2.15
346136,New User Discount,2023-10-07,Inactive,SMS,992,95,36,75.96,149.56,2.37
915502,Weekend Special,2023-10-07,Inactive,App,533,251,50,81.63,400.48,2.34
448954,Festival Offer,2023-10-07,Inactive,SMS,584,115,54,77.15,323.83,3.4
265127,Flash Sale,2023-10-07,New Users,Email,693,64,83,65.34,385.42,2.41
812092,Membership Drive,2023-10-07,Inactive,Social Media,432,245,57,77.92,204.91,2.06
793732,Category Promotion,2023-10-07,New Users,Email,689,216,73,83.96,338.8,2.48
885736,App Push Notification,2023-10-07,New Users,Email,697,241,86,82.84,457.2,2.11
609850,Email Campaign,2023-10-07,New Users,Email,717,90,52,61.21,329.2,1.58
984871,Referral Program,2023-10-07,Inactive,App,521,147,65,76.54,449.83,3.43
833209,New User Discount,2023-10-08,Premium,Email,939,260,13,82.72,483.89,2.12
946629,Weekend Special,2023-10-08,Premium,SMS,787,249,85,66.12,106.76,1.97
976738,Festival Offer,2023-10-08,All,Social Media,571,57,33,86.65,233.57,2.39
160865,Flash Sale,2023-10-08,Inactive,Email,631,178,83,63.18,429.26,3.6
941411,Membership Drive,2023-10-08,New Users,App,485,160,12,67.68,138.49,3.65
557013,Category Promotion,2023-10-08,New Users,Social Media,626,59,32,93.2,336.35,1.81
911159,App Push Notification,2023-10-08,Premium,App,823,273,25,68.01,246.38,1.72
557675,Email Campaign,2023-10-08,All,Social Media,781,216,27,87.58,488.64,1.93
954474,Referral Program,2023-10-08,New Users,Social Media,551,85,55,80.98,135.5,2.4
396626,New User Discount,2023-10-09,All,App,803,99,13,52.7,492.04,3.61
739923,Weekend Special,2023-10-09,Inactive,App,680,135,78,81.71,332.7,3.59
779282,Festival Offer,2023-10-09,New Users,App,734,248,63,79.58,164.25,3.95
628799,Flash Sale,2023-10-09,Inactive,Email,934,300,53,62.25,278.73,1.87
108377,Membership Drive,2023-10-09,Inactive,App,416,219,79,81.83,264.01,2.54
458568,Category Promotion,2023-10-09,New Users,Email,642,179,41,72.49,465.66,3.69
181639,App Push Notification,2023-10-09,Premium,Social Media,600,263,84,55.9,118.13,2.02
455969,Email Campaign,2023-10-09,New Users,App,621,70,61,75.93,437.2,2.0
854903,Referral Program,2023-10-09,All,SMS,855,152,25,58.5,223.38,3.76
6190,New User Discount,2023-10-10,All,SMS,573,91,22,58.19,199.45,1.85
199998,Weekend Special,2023-10-10,Premium,Social Media,911,205,97,99.82,216.71,2.07
94707,Festival Offer,2023-10-10,Premium,Social Media,428,57,56,69.84,221.97,3.83
350861,Flash Sale,2023-10-10,Inactive,Social Media,580,262,46,56.81,239.46,3.34
947185,Membership Drive,2023-10-10,New Users,App,486,122,96,97.67,205.53,3.4
186300,Category Promotion,2023-10-10,New Users,SMS,598,99,24,68.55,278.55,2.05
474508,App Push Notification,2023-10-10,Inactive,SMS,692,207,84,63.68,209.49,3.18
729787,Email Campaign,2023-10-10,All,Social Media,736,296,16,66.18,209.24,3.09
689790,Referral Program,2023-10-10,New Users,SMS,896,128,51,90.16,254.49,2.4
203704,New User Discount,2023-10-11,Premium,Email,420,204,36,80.14,456.05,1.95
206669,Weekend Special,2023-10-11,Premium,SMS,773,204,61,89.38,271.94,1.73
842790,Festival Offer,2023-10-11,Premium,Email,652,202,98,65.15,438.21,3.95
891396,Flash Sale,2023-10-11,Premium,SMS,945,219,38,65.78,147.64,1.77
966590,Membership Drive,2023-10-11,All,Email,882,218,47,75.07,259.33,3.79
698171,Category Promotion,2023-10-11,Premium,Social Media,847,63,45,51.59,422.02,1.81
661396,App Push Notification,2023-10-11,Premium,App,905,138,26,56.86,331.67,3.59
488991,Email Campaign,2023-10-11,Premium,App,818,180,63,55.4,200.03,3.1
617064,Referral Program,2023-10-11,Inactive,Email,435,95,72,78.17,321.17,3.29
424997,New User Discount,2023-10-12,Inactive,Email,925,117,67,62.73,359.76,1.77
581649,Weekend Special,2023-10-12,Premium,Social Media,433,127,14,89.73,151.66,3.75
929170,Festival Offer,2023-10-12,New Users,SMS,645,222,24,75.41,480.18,3.13
332726,Flash Sale,2023-10-12,All,Social Media,984,73,94,97.69,380.36,3.39
232381,Membership Drive,2023-10-12,New Users,SMS,517,162,97,98.39,331.77,2.54
495897,Category Promotion,2023-10-12,New Users,App,773,215,36,74.1,159.58,3.27
167677,App Push Notification,2023-10-12,All,Social Media,408,63,53,56.7,114.51,3.05
74113,Email Campaign,2023-10-12,Inactive,Email,810,146,73,74.64,176.29,3.31
598882,Referral Program,2023-10-12,Premium,App,574,120,59,59.15,403.18,1.92
547816,New User Discount,2023-10-13,Premium,Social Media,415,99,60,81.54,388.64,2.43
398277,Weekend Special,2023-10-13,Inactive,Email,610,289,40,98.95,343.77,3.77
806330,Festival Offer,2023-10-13,New Users,Social Media,649,118,10,65.02,270.65,1.85
512509,Flash Sale,2023-10-13,Premium,App,573,190,92,88.71,485.15,3.78
324416,Membership Drive,2023-10-13,Inactive,Email,689,140,46,62.09,122.69,2.64
686225,Category Promotion,2023-10-13,Premium,SMS,695,207,10,97.02,208.9,2.36
225712,App Push Notification,2023-10-13,Inactive,Social Media,793,129,69,83.27,359.74,2.92
531994,Email Campaign,2023-10-13,Premium,App,876,176,60,92.67,360.54,2.96
667365,Referral Program,2023-10-13,Premium,App,722,274,28,92.29,387.28,1.86
518862,New User Discount,2023-10-14,New Users,SMS,471,78,17,80.6,329.61,1.87
329510,Weekend Special,2023-10-14,New Users,App,613,218,57,62.36,170.41,3.14
809467,Festival Offer,2023-10-14,All,Social Media,849,111,39,53.56,197.78,2.18
527680,Flash Sale,2023-10-14,Inactive,Social Media,619,146,19,69.14,240.16,2.4
76764,Membership Drive,2023-10-14,Premium,SMS,771,188,81,83.0,240.39,3.95
15141,Category Promotion,2023-10-14,New Users,Email,661,205,12,98.22,468.89,3.85
988857,App Push Notification,2023-10-14,New Users,Email,726,211,70,89.4,286.36,3.6
171909,Email Campaign,2023-10-14,Inactive,Social Media,477,250,73,70.16,166.45,2.86
101276,Referral Program,2023-10-14,New Users,Social Media,987,263,64,88.57,390.07,3.65
459352,New User Discount,2023-10-15,All,Email,424,257,79,90.78,159.31,3.99
828724,Weekend Special,2023-10-15,Inactive,Email,690,242,33,82.91,159.58,1.93
983529,Festival Offer,2023-10-15,Inactive,App,423,187,37,73.66,301.84,1.73
146657,Flash Sale,2023-10-15,New Users,App,566,210,11,63.55,362.47,3.7
419140,Membership Drive,2023-10-15,New Users,Social Media,919,297,24,78.71,131.55,2.7
263909,Category Promotion,2023-10-15,Inactive,App,747,211,26,51.72,150.36,3.9
233647,App Push Notification,2023-10-15,Inactive,Email,645,229,29,77.85,111.08,1.64
932253,Email Campaign,2023-10-15,New Users,SMS,511,132,14,91.71,216.04,2.99
866355,Referral Program,2023-10-15,New Users,Social Media,778,135,84,63.87,385.15,2.3
290011,New User Discount,2023-10-16,New Users,App,775,124,96,80.63,211.03,3.24
907754,Weekend Special,2023-10-16,Premium,SMS,844,271,31,99.11,355.62,2.65
641151,Festival Offer,2023-10-16,Inactive,Email,462,191,49,75.54,145.95,1.94
793433,Flash Sale,2023-10-16,New Users,SMS,522,74,85,92.56,189.35,3.76
927424,Membership Drive,2023-10-16,New Users,App,963,231,99,70.07,462.71,2.57
475923,Category Promotion,2023-10-16,Inactive,App,873,265,78,79.32,205.92,1.83
930205,App Push Notification,2023-10-16,New Users,App,699,208,71,99.53,317.19,2.5
528121,Email Campaign,2023-10-16,Premium,Social Media,750,228,90,60.33,182.64,2.84
751798,Referral Program,2023-10-16,Premium,Social Media,715,243,77,66.06,341.48,2.77
593156,New User Discount,2023-10-17,Inactive,SMS,846,64,52,64.62,219.21,3.51
933692,Weekend Special,2023-10-17,All,Social Media,568,162,79,56.46,387.83,1.66
284182,Festival Offer,2023-10-17,New Users,SMS,765,86,41,55.9,254.94,1.5
553470,Flash Sale,2023-10-17,Premium,SMS,627,55,38,65.2,402.25,3.82
696390,Membership Drive,2023-10-17,Inactive,SMS,505,290,78,64.13,223.9,3.13
201638,Category Promotion,2023-10-17,New Users,Email,670,204,86,55.94,329.92,1.71
813232,App Push Notification,2023-10-17,All,Social Media,864,67,85,85.22,374.95,3.46
835403,Email Campaign,2023-10-17,Inactive,App,540,135,42,60.3,498.66,1.68
156219,Referral Program,2023-10-17,All,SMS,763,94,68,84.14,467.05,2.87
958818,New User Discount,2023-10-18,New Users,Social Media,563,296,72,93.8,478.69,3.1
162303,Weekend Special,2023-10-18,New Users,Email,902,128,89,65.38,232.44,1.76
647821,Festival Offer,2023-10-18,Inactive,Social Media,873,265,96,70.7,455.66,2.76
380469,Flash Sale,2023-10-18,Premium,App,725,196,91,52.93,230.88,2.17
169268,Membership Drive,2023-10-18,All,Email,905,64,65,68.08,469.84,1.84
59331,Category Promotion,2023-10-18,Inactive,Social Media,762,105,15,93.25,125.58,3.69
733856,App Push Notification,2023-10-18,Premium,SMS,439,254,49,64.97,173.28,1.99
398869,Email Campaign,2023-10-18,Premium,App,418,152,42,78.04,407.89,2.19
982932,Referral Program,2023-10-18,Premium,Email,779,130,91,92.84,267.94,1.51
341580,New User Discount,2023-10-19,Premium,Social Media,850,264,40,87.11,162.74,3.29
112624,Weekend Special,2023-10-19,Premium,Social Media,608,130,40,58.91,185.79,2.63
82100,Festival Offer,2023-10-19,New Users,SMS,658,50,24,79.42,187.67,2.66
809787,Flash Sale,2023-10-19,All,Email,771,188,82,59.8,360.02,3.25
316855,Membership Drive,2023-10-19,All,SMS,416,272,69,93.23,350.69,2.74
920660,Category Promotion,2023-10-19,All,App,538,276,31,83.53,477.38,2.61
920855,App Push Notification,2023-10-19,Inactive,App,803,135,16,58.53,160.56,2.53
353003,Email Campaign,2023-10-19,New Users,Email,605,111,80,59.91,351.65,1.66
218707,Referral Program,2023-10-19,Premium,Social Media,603,243,98,76.89,281.05,3.15
926670,New User Discount,2023-10-20,Premium,App,529,139,63,70.55,264.89,3.23
93645,Weekend Special,2023-10-20,All,SMS,795,198,45,83.11,285.07,3.15
82705,Festival Offer,2023-10-20,All,Social Media,602,217,18,89.98,174.51,3.66
367074,Flash Sale,2023-10-20,Inactive,Email,486,184,60,73.1,314.6,2.75
204995,Membership Drive,2023-10-20,New Users,Social Media,880,292,40,75.54,267.26,2.21
69301,Category Promotion,2023-10-20,Inactive,Social Media,632,76,61,64.01,281.48,2.78
315891,App Push Notification,2023-10-20,Premium,SMS,617,123,16,59.85,326.09,2.22
911239,Email Campaign,2023-10-20,Premium,SMS,995,226,50,56.81,379.8,1.7
121966,Referral Program,2023-10-20,All,Email,551,105,73,88.64,109.5,3.91
756851,New User Discount,2023-10-21,New Users,SMS,480,274,65,64.55,385.62,2.57
925500,Weekend Special,2023-10-21,Inactive,SMS,909,135,36,94.92,359.76,2.27
618587,Festival Offer,2023-10-21,Inactive,SMS,427,299,28,67.82,352.21,3.47
330459,Flash Sale,2023-10-21,Premium,App,458,278,41,94.3,477.16,2.06
11200,Membership Drive,2023-10-21,All,Email,653,226,12,77.15,290.03,2.43
87318,Category Promotion,2023-10-21,Premium,Email,416,60,92,78.98,101.07,2.92
397130,App Push Notification,2023-10-21,All,App,514,196,32,81.23,313.06,2.33
677706,Email Campaign,2023-10-21,Premium,SMS,858,282,62,52.32,477.17,2.43
761559,Referral Program,2023-10-21,Premium,Social Media,527,280,36,61.78,245.22,2.87
705191,New User Discount,2023-10-22,New Users,Email,649,270,79,91.06,260.78,2.14
708909,Weekend Special,2023-10-22,Inactive,App,788,273,33,82.89,358.34,1.64
537054,Festival Offer,2023-10-22,All,SMS,443,91,23,61.3,244.98,2.0
52995,Flash Sale,2023-10-22,Inactive,SMS,545,56,95,97.45,370.89,1.62
972060,Membership Drive,2023-10-22,New Users,Email,636,230,76,71.32,328.2,3.06
360011,Category Promotion,2023-10-22,All,App,815,213,29,88.71,378.15,1.65
80431,App Push Notification,2023-10-22,Premium,App,700,258,37,62.95,340.22,3.66
871158,Email Campaign,2023-10-22,New Users,Social Media,589,291,81,73.16,309.19,3.8
715767,Referral Program,2023-10-22,New Users,SMS,560,294,48,68.96,114.74,1.83
97795,New User Discount,2023-10-23,New Users,Social Media,716,136,53,82.1,316.07,3.41
615800,Weekend Special,2023-10-23,Premium,Email,856,206,36,58.84,318.36,3.59
994655,Festival Offer,2023-10-23,All,Email,411,143,35,92.82,241.53,3.52
246362,Flash Sale,2023-10-23,All,Social Media,557,202,37,57.5,298.2,2.38
931891,Membership Drive,2023-10-23,New Users,App,838,126,23,75.49,243.42,3.12
336088,Category Promotion,2023-10-23,All,Email,545,295,44,75.56,306.2,3.05
235704,App Push Notification,2023-10-23,New Users,App,558,156,83,64.09,263.41,2.31
340804,Email Campaign,2023-10-23,Premium,SMS,414,82,75,79.56,274.43,3.12
501296,Referral Program,2023-10-23,All,App,999,171,83,81.69,130.41,3.33
598512,New User Discount,2023-10-24,New Users,Social Media,927,211,18,63.12,110.45,1.89
601198,Weekend Special,2023-10-24,All,Social Media,834,64,100,97.87,166.96,3.28
564725,Festival Offer,2023-10-24,Inactive,Email,963,137,76,76.0,178.48,2.46
82884,Flash Sale,2023-10-24,New Users,Email,600,88,91,86.33,315.6,3.39
692399,Membership Drive,2023-10-24,Inactive,Email,976,196,69,68.62,361.51,2.41
982459,Category Promotion,2023-10-24,New Users,Social Media,680,263,36,74.33,483.81,2.55
136456,App Push Notification,2023-10-24,Premium,Email,875,128,18,64.16,343.37,2.55
196076,Email Campaign,2023-10-24,Inactive,SMS,691,56,57,71.55,292.75,3.63
596386,Referral Program,2023-10-24,All,App,440,252,79,68.22,348.65,1.56
164732,New User Discount,2023-10-25,Inactive,Email,836,228,96,99.74,226.48,2.61
335160,Weekend Special,2023-10-25,Inactive,App,882,282,96,59.72,352.79,1.81
979620,Festival Offer,2023-10-25,Inactive,Email,718,168,76,86.95,116.11,1.95
79374,Flash Sale,2023-10-25,All,SMS,452,65,63,81.89,182.19,3.31
48152,Membership Drive,2023-10-25,New Users,Social Media,757,112,52,86.81,117.82,3.12
604071,Category Promotion,2023-10-25,All,Email,874,80,17,98.69,160.96,2.42
818446,App Push Notification,2023-10-25,Premium,SMS,707,300,28,80.26,437.4,2.36
985243,Email Campaign,2023-10-25,Inactive,SMS,572,266,58,65.55,374.17,2.71
743610,Referral Program,2023-10-25,New Users,Social Media,556,122,72,81.67,494.09,1.81
786694,New User Discount,2023-10-26,Premium,Social Media,509,94,95,68.62,119.56,3.2
93316,Weekend Special,2023-10-26,Premium,App,410,287,21,59.18,311.77,2.31
140459,Festival Offer,2023-10-26,All,SMS,542,59,30,73.44,385.87,2.7
446500,Flash Sale,2023-10-26,New Users,Social Media,766,196,18,74.31,197.96,2.43
676074,Membership Drive,2023-10-26,Inactive,Social Media,401,78,72,80.68,230.92,2.52
346922,Category Promotion,2023-10-26,All,Email,874,87,61,60.55,355.56,3.93
650849,App Push Notification,2023-10-26,All,App,734,175,93,51.55,487.79,3.33
221567,Email Campaign,2023-10-26,All,Email,658,287,60,93.71,306.47,2.3
437319,Referral Program,2023-10-26,All,Email,990,129,97,68.39,121.13,3.02
200091,New User Discount,2023-10-27,All,Social Media,565,166,51,90.7,203.18,2.03
605701,Weekend Special,2023-10-27,New Users,SMS,419,277,85,92.33,340.37,1.8
171563,Festival Offer,2023-10-27,Inactive,SMS,481,166,92,86.29,311.28,1.98
33679,Flash Sale,2023-10-27,New Users,Email,819,204,35,81.25,138.96,2.65
701501,Membership Drive,2023-10-27,Premium,Email,402,248,49,66.52,360.32,1.74
277042,Category Promotion,2023-10-27,New Users,Email,401,148,96,81.55,264.01,3.2
903571,App Push Notification,2023-10-27,All,Email,445,174,11,98.38,458.22,2.96
409815,Email Campaign,2023-10-27,New Users,Email,803,176,99,89.45,463.75,2.22
732088,Referral Program,2023-10-27,Inactive,Email,511,243,74,95.66,308.03,3.39
999974,New User Discount,2023-10-28,New Users,App,450,89,13,85.2,453.41,2.53
891597,Weekend Special,2023-10-28,New Users,Email,665,205,88,78.11,368.32,2.58
648487,Festival Offer,2023-10-28,Premium,Social Media,582,76,21,69.28,299.76,2.01
900461,Flash Sale,2023-10-28,Inactive,Email,993,173,94,87.87,476.56,1.58
228545,Membership Drive,2023-10-28,New Users,Social Media,531,94,33,75.3,382.73,3.48
898529,Category Promotion,2023-10-28,All,SMS,580,300,22,89.38,204.87,1.71
332584,App Push Notification,2023-10-28,New Users,Social Media,903,234,14,61.31,398.35,2.72
846247,Email Campaign,2023-10-28,Premium,App,447,123,77,78.59,275.92,3.26
689149,Referral Program,2023-10-28,New Users,App,669,196,71,95.43,417.66,3.83
689876,New User Discount,2023-10-29,Premium,App,909,300,60,54.81,360.6,1.77
487450,Weekend Special,2023-10-29,Inactive,App,422,168,50,79.59,112.25,3.8
398882,Festival Offer,2023-10-29,Premium,SMS,610,299,54,64.61,116.23,1.8
181400,Flash Sale,2023-10-29,Inactive,App,965,275,71,75.03,144.03,2.02
771863,Membership Drive,2023-10-29,Inactive,App,770,250,31,79.62,407.87,1.99
85062,Category Promotion,2023-10-29,All,Social Media,724,204,85,54.72,260.66,3.84
332640,App Push Notification,2023-10-29,Inactive,Social Media,554,223,81,80.13,370.16,1.93
966632,Email Campaign,2023-10-29,Premium,App,536,208,40,89.77,208.69,3.66
529250,Referral Program,2023-10-29,All,App,788,69,14,55.83,231.3,2.99
117122,New User Discount,2023-10-30,All,Social Media,554,215,76,79.29,456.86,2.5
429394,Weekend Special,2023-10-30,All,SMS,757,268,28,77.09,283.08,1.99
852024,Festival Offer,2023-10-30,Premium,SMS,707,100,14,69.99,257.26,2.18
615376,Flash Sale,2023-10-30,Inactive,Social Media,761,149,45,87.78,250.77,1.77
327453,Membership Drive,2023-10-30,New Users,Email,653,228,23,89.74,311.12,3.52
420219,Category Promotion,2023-10-30,New Users,App,781,112,92,73.43,345.13,3.55
343228,App Push Notification,2023-10-30,All,Social Media,781,270,33,98.6,367.01,3.99
873572,Email Campaign,2023-10-30,Inactive,SMS,709,265,41,71.59,197.9,2.04
8403,Referral Program,2023-10-30,Premium,Social Media,946,77,81,61.59,246.32,2.99
513143,New User Discount,2023-10-31,All,App,756,204,79,67.73,190.76,1.64
290364,Weekend Special,2023-10-31,All,Email,997,95,93,69.56,140.54,2.32
160268,Festival Offer,2023-10-31,Inactive,App,995,268,13,66.59,423.84,3.7
951963,Flash Sale,2023-10-31,Premium,SMS,830,55,35,98.52,409.22,2.05
236579,Membership Drive,2023-10-31,Premium,Social Media,772,54,91,62.11,197.16,3.7
956007,Category Promotion,2023-10-31,Inactive,App,631,78,56,81.71,251.58,2.29
990786,App Push Notification,2023-10-31,Inactive,Social Media,628,282,62,93.7,183.28,2.63
754936,Email Campaign,2023-10-31,All,Email,791,58,37,76.43,291.94,3.87
640326,Referral Program,2023-10-31,All,Email,916,244,18,78.34,117.87,3.82
270969,New User Discount,2023-11-01,New Users,SMS,938,207,37,89.32,272.14,3.43
931681,Weekend Special,2023-11-01,Premium,Social Media,690,223,29,50.21,397.62,1.55
664438,Festival Offer,2023-11-01,New Users,App,794,285,70,61.15,188.85,3.8
918414,Flash Sale,2023-11-01,Inactive,Email,568,50,27,93.28,107.39,1.64
40376,Membership Drive,2023-11-01,Inactive,App,559,282,72,98.81,253.51,1.52
661350,Category Promotion,2023-11-01,Premium,Social Media,414,151,32,54.79,145.02,2.54
631670,App Push Notification,2023-11-01,Inactive,SMS,502,193,74,89.7,297.95,2.3
381939,Email Campaign,2023-11-01,Premium,Email,937,211,43,97.46,271.62,2.88
545378,Referral Program,2023-11-01,Inactive,SMS,796,81,38,72.68,209.35,2.6
516906,New User Discount,2023-11-02,Inactive,Email,514,120,22,53.3,245.01,2.71
226678,Weekend Special,2023-11-02,Inactive,SMS,441,292,19,93.81,362.63,3.93
214594,Festival Offer,2023-11-02,Premium,Social Media,938,222,26,64.8,123.71,2.11
929698,Flash Sale,2023-11-02,Premium,App,579,213,91,83.5,331.07,3.8
180536,Membership Drive,2023-11-02,New Users,App,567,91,69,61.5,477.78,2.7
118592,Category Promotion,2023-11-02,All,Email,740,109,51,61.33,489.75,2.88
320986,App Push Notification,2023-11-02,Premium,Social Media,445,279,42,72.19,374.92,3.09
634361,Email Campaign,2023-11-02,Inactive,Social Media,415,286,50,54.24,417.03,1.55
512459,Referral Program,2023-11-02,Inactive,Social Media,417,112,80,58.74,300.47,2.58
903636,New User Discount,2023-11-03,New Users,App,490,287,70,73.16,480.12,3.78
512894,Weekend Special,2023-11-03,Premium,SMS,597,185,24,82.3,235.11,3.42
490431,Festival Offer,2023-11-03,Premium,SMS,790,219,11,90.57,348.71,3.52
274378,Flash Sale,2023-11-03,Premium,App,906,201,53,68.19,476.0,2.65
856695,Membership Drive,2023-11-03,New Users,Email,855,262,94,93.03,489.85,3.39
180762,Category Promotion,2023-11-03,New Users,App,969,113,11,92.51,477.07,2.1
348895,App Push Notification,2023-11-03,Premium,Email,551,185,90,62.93,446.91,3.39
787742,Email Campaign,2023-11-03,Inactive,App,535,209,39,75.48,325.16,2.48
109205,Referral Program,2023-11-03,All,SMS,973,73,70,57.24,129.3,1.55
580502,New User Discount,2023-11-04,All,Social Media,640,89,97,90.66,189.54,2.27
253443,Weekend Special,2023-11-04,All,SMS,723,72,84,62.02,335.76,3.76
272066,Festival Offer,2023-11-04,Inactive,SMS,410,227,45,62.52,371.68,2.56
466027,Flash Sale,2023-11-04,All,SMS,426,280,32,81.28,432.18,3.29
884947,Membership Drive,2023-11-04,New Users,SMS,724,61,87,54.67,149.17,2.11
917348,Category Promotion,2023-11-04,All,App,982,299,25,97.62,329.43,3.57
966225,App Push Notification,2023-11-04,Premium,SMS,631,102,83,55.74,324.03,1.58
360760,Email Campaign,2023-11-04,Premium,Social Media,857,134,51,88.4,223.98,2.41
364776,Referral Program,2023-11-04,New Users,SMS,420,200,17,68.68,187.76,2.45
338696,New User Discount,2023-11-05,Premium,Social Media,478,86,21,85.13,277.57,2.43
730193,Weekend Special,2023-11-05,Inactive,Social Media,504,238,38,88.62,364.13,2.96
509960,Festival Offer,2023-11-05,Premium,Social Media,449,284,34,67.52,114.92,3.33
683342,Flash Sale,2023-11-05,New Users,App,926,71,21,71.67,466.75,3.34
697569,Membership Drive,2023-11-05,All,Email,568,54,100,86.09,206.9,2.74
106346,Category Promotion,2023-11-05,Inactive,Social Media,479,214,26,88.08,432.23,3.52
955113,App Push Notification,2023-11-05,Premium,SMS,898,222,35,54.66,418.79,1.98
581051,Email Campaign,2023-11-05,Premium,App,515,206,21,89.17,296.74,2.61
